date,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,ds,Adj. Close,Adj. Open,y,Daily Change
2012-06-21,31.67,32.5,31.51,31.84,31.84,21875300.0,0.0,1.0,2012-06-21,31.84,31.67,31.84,0.16999999999999815
2012-06-22,32.41,33.45,32.06,33.05,33.05,74834000.0,0.0,1.0,2012-06-22,33.05,32.41,33.05,0.6400000000000006
2012-06-25,32.86,33.02,31.55,32.06,32.06,24352900.0,0.0,1.0,2012-06-25,32.06,32.86,32.06,-0.7999999999999972
2012-06-26,32.69,33.44,32.5,33.1,33.1,24858700.0,0.0,1.0,2012-06-26,33.1,32.69,33.1,0.4100000000000037
2012-06-27,32.46,32.9,31.9,32.23,32.23,28568000.0,0.0,1.0,2012-06-27,32.23,32.46,32.23,-0.23000000000000398
2012-06-28,31.96,32.19,30.9,31.36,31.36,17713300.0,0.0,1.0,2012-06-28,31.36,31.96,31.36,-0.6000000000000014
2012-06-29,31.92,31.99,30.76,31.095,31.095,19526900.0,0.0,1.0,2012-06-29,31.095,31.92,31.095,-0.8250000000000028
2012-07-02,31.25,31.73,30.55,30.771,30.771,14122000.0,0.0,1.0,2012-07-02,30.771,31.25,30.771,-0.4789999999999992
2012-07-03,30.91,31.44,30.8,31.2,31.2,8763600.0,0.0,1.0,2012-07-03,31.2,30.91,31.2,0.28999999999999915
2012-07-05,31.32,31.625,31.02,31.47,31.47,10032100.0,0.0,1.0,2012-07-05,31.47,31.32,31.47,0.14999999999999858
2012-07-06,31.44,31.9,31.26,31.73,31.73,10945600.0,0.0,1.0,2012-07-06,31.73,31.44,31.73,0.28999999999999915
2012-07-09,32.1,32.88,31.99,32.17,32.17,17785200.0,0.0,1.0,2012-07-09,32.17,32.1,32.17,0.07000000000000028
2012-07-10,32.43,32.48,31.1599,31.47,31.47,14269500.0,0.0,1.0,2012-07-10,31.47,32.43,31.47,-0.9600000000000009
2012-07-11,31.48,31.56,30.55,30.97,30.97,13030300.0,0.0,1.0,2012-07-11,30.97,31.48,30.97,-0.5100000000000016
2012-07-12,30.7,31.4,30.6,30.81,30.81,11300700.0,0.0,1.0,2012-07-12,30.81,30.7,30.81,0.10999999999999943
2012-07-13,31.04,31.07,30.56,30.72,30.72,8108300.0,0.0,1.0,2012-07-13,30.72,31.04,30.72,-0.3200000000000003
2012-07-16,30.5,30.5,28.21,28.245,28.245,24672100.0,0.0,1.0,2012-07-16,28.245,30.5,28.245,-2.254999999999999
2012-07-17,28.48,28.59,27.15,28.09,28.09,30438600.0,0.0,1.0,2012-07-17,28.09,28.48,28.09,-0.39000000000000057
2012-07-18,28.31,29.29,28.15,29.11,29.11,16841800.0,0.0,1.0,2012-07-18,29.11,28.31,29.11,0.8000000000000007
2012-07-19,29.41,29.5,28.63,29.0,29.0,13685100.0,0.0,1.0,2012-07-19,29.0,29.41,29.0,-0.41000000000000014
2012-07-20,29.0,29.47,28.72,28.76,28.76,11869100.0,0.0,1.0,2012-07-20,28.76,29.0,28.76,-0.23999999999999844
2012-07-23,28.12,29.0,28.01,28.75,28.75,12390700.0,0.0,1.0,2012-07-23,28.75,28.12,28.75,0.629999999999999
2012-07-24,28.82,29.45,28.1,28.45,28.45,11539800.0,0.0,1.0,2012-07-24,28.45,28.82,28.45,-0.370000000000001
2012-07-25,28.39,29.49,28.08,29.34,29.34,17230200.0,0.0,1.0,2012-07-25,29.34,28.39,29.34,0.9499999999999993
2012-07-26,27.75,28.23,26.73,26.845,26.845,64597400.0,0.0,1.0,2012-07-26,26.845,27.75,26.845,-0.9050000000000011
2012-07-27,23.19,24.54,22.28,23.705,23.705,123102300.0,0.0,1.0,2012-07-27,23.705,23.19,23.705,0.514999999999997
2012-07-30,23.995,24.04,23.03,23.15,23.15,29285900.0,0.0,1.0,2012-07-30,23.15,23.995,23.15,-0.8450000000000024
2012-07-31,23.37,23.37,21.61,21.71,21.71,56179400.0,0.0,1.0,2012-07-31,21.71,23.37,21.71,-1.6600000000000001
2012-08-01,21.5,21.58,20.84,20.88,20.88,44604400.0,0.0,1.0,2012-08-01,20.88,21.5,20.88,-0.620000000000001
2012-08-02,20.77,20.84,19.82,20.04,20.04,56374500.0,0.0,1.0,2012-08-02,20.04,20.77,20.04,-0.7300000000000004
2012-08-03,20.36,22.16,19.9,21.09,21.09,80647000.0,0.0,1.0,2012-08-03,21.09,20.36,21.09,0.7300000000000004
2012-08-06,21.39,22.15,21.3,21.92,21.92,27778900.0,0.0,1.0,2012-08-06,21.92,21.39,21.92,0.5300000000000011
2012-08-07,22.2,22.45,20.5,20.72,20.72,36782900.0,0.0,1.0,2012-08-07,20.72,22.2,20.72,-1.4800000000000004
2012-08-08,20.71,21.15,20.22,20.72,20.72,29537400.0,0.0,1.0,2012-08-08,20.72,20.71,20.72,0.00999999999999801
2012-08-09,20.75,21.17,20.61,21.01,21.01,15610700.0,0.0,1.0,2012-08-09,21.01,20.75,21.01,0.26000000000000156
2012-08-10,21.41,21.82,21.13,21.807,21.807,25794700.0,0.0,1.0,2012-08-10,21.807,21.41,21.807,0.39699999999999847
2012-08-13,22.15,22.45,21.4,21.6,21.6,24973100.0,0.0,1.0,2012-08-13,21.6,22.15,21.6,-0.5499999999999972
2012-08-14,21.41,21.6,20.25,20.38,20.38,39308800.0,0.0,1.0,2012-08-14,20.38,21.41,20.38,-1.0300000000000011
2012-08-15,20.64,21.41,20.4,21.2,21.2,47861100.0,0.0,1.0,2012-08-15,21.2,20.64,21.2,0.5599999999999987
2012-08-16,20.44,20.48,19.69,19.87,19.87,157565300.0,0.0,1.0,2012-08-16,19.87,20.44,19.87,-0.5700000000000003
2012-08-17,20.005,20.08,19.0,19.05,19.05,129293400.0,0.0,1.0,2012-08-17,19.05,20.005,19.05,-0.9549999999999983
2012-08-20,19.05,20.13,18.75,20.011,20.011,101186600.0,0.0,1.0,2012-08-20,20.011,19.05,20.011,0.9609999999999985
2012-08-21,19.58,19.98,19.09,19.159,19.159,70640600.0,0.0,1.0,2012-08-21,19.159,19.58,19.159,-0.4209999999999994
2012-08-22,19.36,19.53,18.96,19.439,19.439,49892200.0,0.0,1.0,2012-08-22,19.439,19.36,19.439,0.07900000000000063
2012-08-23,19.5,19.73,19.36,19.44,19.44,32813700.0,0.0,1.0,2012-08-23,19.44,19.5,19.44,-0.05999999999999872
2012-08-24,19.52,19.68,19.25,19.409,19.409,29622200.0,0.0,1.0,2012-08-24,19.409,19.52,19.409,-0.11100000000000065
2012-08-27,19.49,19.53,19.1,19.15,19.15,20704000.0,0.0,1.0,2012-08-27,19.15,19.49,19.15,-0.33999999999999986
2012-08-28,19.1,19.38,18.95,19.34,19.34,25417000.0,0.0,1.0,2012-08-28,19.34,19.1,19.34,0.23999999999999844
2012-08-29,19.32,19.38,19.07,19.1,19.1,16124700.0,0.0,1.0,2012-08-29,19.1,19.32,19.1,-0.21999999999999886
2012-08-30,19.27,19.45,19.06,19.0885,19.0885,30647500.0,0.0,1.0,2012-08-30,19.0885,19.27,19.0885,-0.18149999999999977
2012-08-31,18.68,18.7,18.03,18.058,18.058,58764200.0,0.0,1.0,2012-08-31,18.058,18.68,18.058,-0.6219999999999999
2012-09-04,18.08,18.27,17.55,17.729,17.729,46622400.0,0.0,1.0,2012-09-04,17.729,18.08,17.729,-0.3509999999999991
2012-09-05,18.27,18.75,18.18,18.58,18.58,60781800.0,0.0,1.0,2012-09-05,18.58,18.27,18.58,0.3099999999999987
2012-09-06,18.74,19.2617,18.72,18.96,18.96,46066500.0,0.0,1.0,2012-09-06,18.96,18.74,18.96,0.22000000000000242
2012-09-07,19.1,19.42,18.78,18.98,18.98,36371700.0,0.0,1.0,2012-09-07,18.98,19.1,18.98,-0.120000000000001
2012-09-10,19.06,19.2,18.55,18.81,18.81,24797800.0,0.0,1.0,2012-09-10,18.81,19.06,18.81,-0.25
2012-09-11,18.92,19.581,18.85,19.43,19.43,50508200.0,0.0,1.0,2012-09-11,19.43,18.92,19.43,0.509999999999998
2012-09-12,20.76,21.16,20.28,20.931,20.931,121584000.0,0.0,1.0,2012-09-12,20.931,20.76,20.931,0.17099999999999937
2012-09-13,20.955,21.48,20.61,20.713,20.713,65041600.0,0.0,1.0,2012-09-13,20.713,20.955,20.713,-0.24199999999999733
2012-09-14,21.13,22.08,20.9,22.0,22.0,72819800.0,0.0,1.0,2012-09-14,22.0,21.13,22.0,0.870000000000001
2012-09-17,22.67,22.75,21.5,21.52,21.52,50667600.0,0.0,1.0,2012-09-17,21.52,22.67,21.52,-1.1500000000000021
2012-09-18,21.6,21.98,21.37,21.87,21.87,36760500.0,0.0,1.0,2012-09-18,21.87,21.6,21.87,0.2699999999999996
2012-09-19,21.99,23.37,21.77,23.29,23.29,78782800.0,0.0,1.0,2012-09-19,23.29,21.99,23.29,1.3000000000000007
2012-09-20,23.02,23.24,22.54,22.59,22.59,57248900.0,0.0,1.0,2012-09-20,22.59,23.02,22.59,-0.4299999999999997
2012-09-21,22.97,23.24,22.6,22.86,22.86,51218100.0,0.0,1.0,2012-09-21,22.86,22.97,22.86,-0.10999999999999943
2012-09-24,21.78,21.98,20.3625,20.79,20.79,79106500.0,0.0,1.0,2012-09-24,20.79,21.78,20.79,-0.990000000000002
2012-09-25,21.2,21.21,20.22,20.28,20.28,46291700.0,0.0,1.0,2012-09-25,20.28,21.2,20.28,-0.9199999999999982
2012-09-26,20.145,20.78,19.8,20.62,20.62,38271900.0,0.0,1.0,2012-09-26,20.62,20.145,20.62,0.4750000000000014
2012-09-27,20.99,21.0,20.16,20.32,20.32,30215900.0,0.0,1.0,2012-09-27,20.32,20.99,20.32,-0.6699999999999982
2012-09-28,20.57,21.95,20.5,21.66,21.66,65486000.0,0.0,1.0,2012-09-28,21.66,20.57,21.66,1.0899999999999999
2012-10-01,22.08,22.59,21.73,21.99,21.99,51262700.0,0.0,1.0,2012-10-01,21.99,22.08,21.99,-0.08999999999999986
2012-10-02,22.08,22.49,21.82,22.27,22.27,29341400.0,0.0,1.0,2012-10-02,22.27,22.08,22.27,0.19000000000000128
2012-10-03,22.295,22.49,21.8,21.83,21.83,32000100.0,0.0,1.0,2012-10-03,21.83,22.295,21.83,-0.4650000000000034
2012-10-04,22.32,22.4,21.41,21.9475,21.9475,46892100.0,0.0,1.0,2012-10-04,21.9475,22.32,21.9475,-0.3724999999999987
2012-10-05,21.49,21.63,20.88,20.91,20.91,40529300.0,0.0,1.0,2012-10-05,20.91,21.49,20.91,-0.5799999999999983
2012-10-08,20.4,20.75,20.155,20.4,20.4,32236700.0,0.0,1.0,2012-10-08,20.4,20.4,20.4,0.0
2012-10-09,20.39,20.55,19.97,20.227,20.227,27161800.0,0.0,1.0,2012-10-09,20.227,20.39,20.227,-0.16300000000000026
2012-10-10,19.93,19.94,19.45,19.64,19.64,39321800.0,0.0,1.0,2012-10-10,19.64,19.93,19.64,-0.28999999999999915
2012-10-11,19.88,19.96,19.61,19.75,19.75,21817300.0,0.0,1.0,2012-10-11,19.75,19.88,19.75,-0.129999999999999
2012-10-12,19.75,19.8,19.48,19.5181,19.5181,18809400.0,0.0,1.0,2012-10-12,19.5181,19.75,19.5181,-0.23189999999999955
2012-10-15,19.68,19.88,19.49,19.52,19.52,20189700.0,0.0,1.0,2012-10-15,19.52,19.68,19.52,-0.16000000000000014
2012-10-16,19.68,19.69,19.3,19.48,19.48,21834700.0,0.0,1.0,2012-10-16,19.48,19.68,19.48,-0.1999999999999993
2012-10-17,19.5,20.48,19.3718,19.88,19.88,44074500.0,0.0,1.0,2012-10-17,19.88,19.5,19.88,0.379999999999999
2012-10-18,19.7,19.79,18.89,18.975,18.975,52157400.0,0.0,1.0,2012-10-18,18.975,19.7,18.975,-0.7249999999999979
2012-10-19,19.0,19.06,18.8,19.0,19.0,34835000.0,0.0,1.0,2012-10-19,19.0,19.0,19.0,0.0
2012-10-22,19.25,19.43,19.05,19.321,19.321,32447300.0,0.0,1.0,2012-10-22,19.321,19.25,19.321,0.0710000000000015
2012-10-23,19.25,19.8,19.1,19.5,19.5,78381200.0,0.0,1.0,2012-10-23,19.5,19.25,19.5,0.25
2012-10-24,24.13,24.25,22.85,23.2299,23.2299,228949900.0,0.0,1.0,2012-10-24,23.2299,24.13,23.2299,-0.9000999999999983
2012-10-25,23.29,23.31,22.47,22.56,22.56,76142000.0,0.0,1.0,2012-10-25,22.56,23.29,22.56,-0.7300000000000004
2012-10-26,22.4,22.88,21.88,21.9425,21.9425,73175800.0,0.0,1.0,2012-10-26,21.9425,22.4,21.9425,-0.4574999999999996
2012-10-31,20.82,21.5,20.73,21.11,21.11,99378200.0,0.0,1.0,2012-10-31,21.11,20.82,21.11,0.28999999999999915
2012-11-01,21.08,21.44,21.01,21.21,21.21,37713900.0,0.0,1.0,2012-11-01,21.21,21.08,21.21,0.13000000000000256
2012-11-02,21.26,21.69,21.07,21.18,21.18,38344400.0,0.0,1.0,2012-11-02,21.18,21.26,21.18,-0.08000000000000185
2012-11-05,21.1,21.48,20.92,21.25,21.25,31806700.0,0.0,1.0,2012-11-05,21.25,21.1,21.25,0.14999999999999858
2012-11-06,21.24,21.37,20.99,21.1712,21.1712,29062700.0,0.0,1.0,2012-11-06,21.1712,21.24,21.1712,-0.06879999999999953
2012-11-07,20.85,20.95,20.37,20.47,20.47,33396800.0,0.0,1.0,2012-11-07,20.47,20.85,20.47,-0.38000000000000256
2012-11-08,20.52,20.73,19.98,19.99,19.99,34254600.0,0.0,1.0,2012-11-08,19.99,20.52,19.99,-0.5300000000000011
2012-11-09,19.955,20.0,19.13,19.21,19.21,42295500.0,0.0,1.0,2012-11-09,19.21,19.955,19.21,-0.7449999999999974
2012-11-12,19.15,20.17,18.87,20.07,20.07,67349200.0,0.0,1.0,2012-11-12,20.07,19.15,20.07,0.9200000000000017
2012-11-13,19.605,20.11,19.56,19.86,19.86,71775100.0,0.0,1.0,2012-11-13,19.86,19.605,19.86,0.254999999999999
2012-11-14,20.1,22.5,19.93,22.36,22.36,229751000.0,0.0,1.0,2012-11-14,22.36,20.1,22.36,2.259999999999998
2012-11-15,22.34,22.5,21.65,22.17,22.17,78857700.0,0.0,1.0,2012-11-15,22.17,22.34,22.17,-0.16999999999999815
2012-11-16,22.25,23.93,22.18,23.5607,23.5607,107182200.0,0.0,1.0,2012-11-16,23.5607,22.25,23.5607,1.3107000000000006
2012-11-19,23.955,24.12,22.82,22.92,22.92,85021300.0,0.0,1.0,2012-11-19,22.92,23.955,22.92,-1.0349999999999966
2012-11-20,22.73,23.9,22.7,23.1,23.1,46655300.0,0.0,1.0,2012-11-20,23.1,22.73,23.1,0.370000000000001
2012-11-21,23.22,24.53,23.05,24.32,24.32,89862400.0,0.0,1.0,2012-11-21,24.32,23.22,24.32,1.1000000000000014
2012-11-23,24.58,24.68,23.88,23.998,23.998,29520900.0,0.0,1.0,2012-11-23,23.998,24.58,23.998,-0.5819999999999972
2012-11-26,24.935,26.09,24.81,25.94,25.94,123865000.0,0.0,1.0,2012-11-26,25.94,24.935,25.94,1.0050000000000026
2012-11-27,26.04,26.5,25.46,26.15,26.15,85760600.0,0.0,1.0,2012-11-27,26.15,26.04,26.15,0.10999999999999943
2012-11-28,25.94,26.49,25.75,26.36,26.36,49205600.0,0.0,1.0,2012-11-28,26.36,25.94,26.36,0.41999999999999815
2012-11-29,26.5,27.52,26.16,27.32,27.32,88759700.0,0.0,1.0,2012-11-29,27.32,26.5,27.32,0.8200000000000003
2012-11-30,27.26,28.0,26.76,28.0,28.0,127049600.0,0.0,1.0,2012-11-30,28.0,27.26,28.0,0.7399999999999984
2012-12-03,27.9999,28.88,26.98,27.04,27.04,123526100.0,0.0,1.0,2012-12-03,27.04,27.9999,27.04,-0.9599000000000011
2012-12-04,27.06,27.76,26.68,27.46,27.46,72869200.0,0.0,1.0,2012-12-04,27.46,27.06,27.46,0.40000000000000213
2012-12-05,27.75,27.9,27.26,27.71,27.71,58976300.0,0.0,1.0,2012-12-05,27.71,27.75,27.71,-0.03999999999999915
2012-12-06,27.68,27.75,26.82,26.97,26.97,46001500.0,0.0,1.0,2012-12-06,26.97,27.68,26.97,-0.7100000000000009
2012-12-07,27.07,27.78,26.84,27.485,27.485,51751900.0,0.0,1.0,2012-12-07,27.485,27.07,27.485,0.41499999999999915
2012-12-10,27.17,28.17,27.1,27.84,27.84,50608500.0,0.0,1.0,2012-12-10,27.84,27.17,27.84,0.6699999999999982
2012-12-11,28.07,28.24,27.66,27.98,27.98,77099100.0,0.0,1.0,2012-12-11,27.98,28.07,27.98,-0.08999999999999986
2012-12-12,28.0,28.14,27.37,27.5801,27.5801,46704200.0,0.0,1.0,2012-12-12,27.5801,28.0,27.5801,-0.4198999999999984
2012-12-13,27.59,28.75,27.43,28.24,28.24,81051600.0,0.0,1.0,2012-12-13,28.24,27.59,28.24,0.6499999999999986
2012-12-14,28.18,28.33,26.76,26.812,26.812,91631600.0,0.0,1.0,2012-12-14,26.812,28.18,26.812,-1.3679999999999986
2012-12-17,26.77,27.0,26.32,26.75,26.75,57742500.0,0.0,1.0,2012-12-17,26.75,26.77,26.75,-0.019999999999999574
2012-12-18,26.96,27.91,26.9,27.71,27.71,60512900.0,0.0,1.0,2012-12-18,27.71,26.96,27.71,0.75
2012-12-19,27.83,28.22,26.95,27.41,27.41,61390300.0,0.0,1.0,2012-12-19,27.41,27.83,27.41,-0.41999999999999815
2012-12-20,27.49,27.6,27.13,27.36,27.36,35574800.0,0.0,1.0,2012-12-20,27.36,27.49,27.36,-0.129999999999999
2012-12-21,26.66,27.01,26.12,26.26,26.26,54555200.0,0.0,1.0,2012-12-21,26.26,26.66,26.26,-0.3999999999999986
2012-12-24,26.5,26.96,26.2,26.93,26.93,28230100.0,0.0,1.0,2012-12-24,26.93,26.5,26.93,0.4299999999999997
2012-12-26,27.03,27.18,26.375,26.51,26.51,33175400.0,0.0,1.0,2012-12-26,26.51,27.03,26.51,-0.5199999999999996
2012-12-27,26.55,26.8,25.52,26.05,26.05,43481700.0,0.0,1.0,2012-12-27,26.05,26.55,26.05,-0.5
2012-12-28,25.48,26.11,25.15,25.9112,25.9112,56574800.0,0.0,1.0,2012-12-28,25.9112,25.48,25.9112,0.43120000000000047
2012-12-31,26.2,26.99,26.11,26.6197,26.6197,60374500.0,0.0,1.0,2012-12-31,26.6197,26.2,26.6197,0.4197000000000024
2013-01-02,27.44,28.18,27.42,28.0,28.0,69846400.0,0.0,1.0,2013-01-02,28.0,27.44,28.0,0.5599999999999987
2013-01-03,27.88,28.47,27.59,27.77,27.77,63140600.0,0.0,1.0,2013-01-03,27.77,27.88,27.77,-0.10999999999999943
2013-01-04,28.01,28.93,27.83,28.76,28.76,72715400.0,0.0,1.0,2013-01-04,28.76,28.01,28.76,0.75
2013-01-07,28.69,29.79,28.65,29.4213,29.4213,83781800.0,0.0,1.0,2013-01-07,29.4213,28.69,29.4213,0.7312999999999974
2013-01-08,29.51,29.6,28.86,29.0607,29.0607,45871300.0,0.0,1.0,2013-01-08,29.0607,29.51,29.0607,-0.4493000000000009
2013-01-09,29.67,30.6,29.49,30.59,30.59,104787700.0,0.0,1.0,2013-01-09,30.59,29.67,30.59,0.9199999999999982
2013-01-10,30.6,31.45,30.28,31.3,31.3,95316400.0,0.0,1.0,2013-01-10,31.3,30.6,31.3,0.6999999999999993
2013-01-11,31.28,31.96,31.1,31.72,31.72,89598000.0,0.0,1.0,2013-01-11,31.72,31.28,31.72,0.4399999999999977
2013-01-14,32.08,32.21,30.62,30.9475,30.9475,98892800.0,0.0,1.0,2013-01-14,30.9475,32.08,30.9475,-1.1324999999999967
2013-01-15,30.64,31.71,29.88,30.1,30.1,173242600.0,0.0,1.0,2013-01-15,30.1,30.64,30.1,-0.5399999999999991
2013-01-16,30.21,30.35,29.53,29.85,29.85,75332700.0,0.0,1.0,2013-01-16,29.85,30.21,29.85,-0.35999999999999943
2013-01-17,30.08,30.42,30.03,30.14,30.14,40256700.0,0.0,1.0,2013-01-17,30.14,30.08,30.14,0.060000000000002274
2013-01-18,30.31,30.44,29.27,29.66,29.66,49631500.0,0.0,1.0,2013-01-18,29.66,30.31,29.66,-0.6499999999999986
2013-01-22,29.75,30.89,29.74,30.729,30.729,55243300.0,0.0,1.0,2013-01-22,30.729,29.75,30.729,0.9789999999999992
2013-01-23,31.1,31.5,30.8,30.82,30.82,48899800.0,0.0,1.0,2013-01-23,30.82,31.1,30.82,-0.28000000000000114
2013-01-24,31.27,31.49,30.81,31.08,31.08,43845100.0,0.0,1.0,2013-01-24,31.08,31.27,31.08,-0.19000000000000128
2013-01-25,31.41,31.93,31.13,31.54,31.54,54363600.0,0.0,1.0,2013-01-25,31.54,31.41,31.54,0.129999999999999
2013-01-28,31.88,32.5063,31.81,32.469,32.469,59682500.0,0.0,1.0,2013-01-28,32.469,31.88,32.469,0.5890000000000022
2013-01-29,32.0,32.07,30.71,30.79,30.79,72976500.0,0.0,1.0,2013-01-29,30.79,32.0,30.79,-1.2100000000000009
2013-01-30,30.98,31.49,30.88,31.24,31.24,87682100.0,0.0,1.0,2013-01-30,31.24,30.98,31.24,0.259999999999998
2013-01-31,29.15,31.47,28.74,30.981,30.981,190744900.0,0.0,1.0,2013-01-31,30.981,29.15,30.981,1.831000000000003
2013-02-01,31.01,31.02,29.63,29.73,29.73,85856700.0,0.0,1.0,2013-02-01,29.73,31.01,29.73,-1.2800000000000011
2013-02-04,29.06,29.2,28.01,28.109,28.109,92362200.0,0.0,1.0,2013-02-04,28.109,29.06,28.109,-0.950999999999997
2013-02-05,28.26,28.96,28.04,28.64,28.64,47948200.0,0.0,1.0,2013-02-05,28.64,28.26,28.64,0.379999999999999
2013-02-06,28.74,29.29,28.66,29.05,29.05,38375900.0,0.0,1.0,2013-02-06,29.05,28.74,29.05,0.3100000000000023
2013-02-07,29.11,29.15,28.27,28.65,28.65,34540100.0,0.0,1.0,2013-02-07,28.65,29.11,28.65,-0.46000000000000085
2013-02-08,28.89,29.17,28.51,28.545,28.545,37708800.0,0.0,1.0,2013-02-08,28.545,28.89,28.545,-0.34499999999999886
2013-02-11,28.61,28.68,28.04,28.26,28.26,37361800.0,0.0,1.0,2013-02-11,28.26,28.61,28.26,-0.34999999999999787
2013-02-12,27.67,28.16,27.1,27.37,27.37,93498700.0,0.0,1.0,2013-02-12,27.37,27.67,27.37,-0.3000000000000007
2013-02-13,27.36,28.32,27.31,27.9075,27.9075,50164000.0,0.0,1.0,2013-02-13,27.9075,27.36,27.9075,0.5474999999999994
2013-02-14,28.02,28.63,28.01,28.5,28.5,35615800.0,0.0,1.0,2013-02-14,28.5,28.02,28.5,0.4800000000000004
2013-02-15,28.52,28.75,28.09,28.32,28.32,33109300.0,0.0,1.0,2013-02-15,28.32,28.52,28.32,-0.1999999999999993
2013-02-19,28.23,29.08,28.12,28.93,28.93,49396400.0,0.0,1.0,2013-02-19,28.93,28.23,28.93,0.6999999999999993
2013-02-20,28.92,29.05,28.33,28.462,28.462,42098200.0,0.0,1.0,2013-02-20,28.462,28.92,28.462,-0.45800000000000196
2013-02-21,28.28,28.55,27.15,27.283,27.283,49642300.0,0.0,1.0,2013-02-21,27.283,28.28,27.283,-0.9969999999999999
2013-02-22,27.62,27.63,26.82,27.13,27.13,36350200.0,0.0,1.0,2013-02-22,27.13,27.62,27.13,-0.490000000000002
2013-02-25,27.16,27.64,27.15,27.27,27.27,34652000.0,0.0,1.0,2013-02-25,27.27,27.16,27.27,0.10999999999999943
2013-02-26,27.36,27.46,26.7,27.39,27.39,31611700.0,0.0,1.0,2013-02-26,27.39,27.36,27.39,0.030000000000001137
2013-02-27,27.34,27.34,26.63,26.87,26.87,44319700.0,0.0,1.0,2013-02-27,26.87,27.34,26.87,-0.46999999999999886
2013-02-28,26.84,27.3,26.34,27.25,27.25,83027800.0,0.0,1.0,2013-02-28,27.25,26.84,27.25,0.41000000000000014
2013-03-01,27.05,28.1164,26.81,27.78,27.78,54064800.0,0.0,1.0,2013-03-01,27.78,27.05,27.78,0.7300000000000004
2013-03-04,27.76,28.06,27.44,27.72,27.72,32400700.0,0.0,1.0,2013-03-04,27.72,27.76,27.72,-0.0400000000000027
2013-03-05,27.88,28.18,27.21,27.52,27.52,40622200.0,0.0,1.0,2013-03-05,27.52,27.88,27.52,-0.35999999999999943
2013-03-06,28.1,28.13,27.35,27.4525,27.4525,33532600.0,0.0,1.0,2013-03-06,27.4525,28.1,27.4525,-0.6475000000000009
