id,date,text,fav_count,retweet_count,userName,follower_count,location,lang,url,rawText,reaction,positive,negative,neutral
1121187935284494340,Wed Apr 24 23:03:29 +0000 2019,week we'll following locations: 🗓 thursday 04/25 11:00-02:00pm @ wakemed raleigh campus ftr - 300… https://t.co/z4xyqtwlfz,0,0,jamicecream,1039,Triangle NC,en,"[{'url': 'https://t.co/z4XYQtwLfZ', 'expanded_url': 'https://twitter.com/i/web/status/1121187935284494340', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","[{'url': 'https://t.co/z4XYQtwLfZ', 'expanded_url': 'https://twitter.com/i/web/status/1121187935284494340', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0.0,0,0,1
1121187567473430528,Wed Apr 24 23:02:01 +0000 2019,https://t.co/rdiegyjqms forget wednesday night meet tonight! 7-9:30pm majestic motorsports! dem… https://t.co/na6xu68wyn,0,0,Majesticmsports,196,"Hubert, NC",en,"[{'url': 'https://t.co/RDIegyjqmS', 'expanded_url': 'https://www.facebook.com/events/592959367884921/', 'display_url': 'facebook.com/events/5929593…', 'indices': [0, 23]}, {'url': 'https://t.co/nA6xu68Wyn', 'expanded_url': 'https://twitter.com/i/web/status/1121187567473430528', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","[{'url': 'https://t.co/RDIegyjqmS', 'expanded_url': 'https://www.facebook.com/events/592959367884921/', 'display_url': 'facebook.com/events/5929593…', 'indices': [0, 23]}, {'url': 'https://t.co/nA6xu68Wyn', 'expanded_url': 'https://twitter.com/i/web/status/1121187567473430528', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0.0,0,0,1
1121184543078330368,Wed Apr 24 22:50:00 +0000 2019,official pages iglesia ni cristo. https://t.co/c8g3er2i3n,0,0,ramirpao_inc,494,"Calamba City, Laguna",en,"[{'url': 'https://t.co/c8G3ER2I3N', 'expanded_url': 'https://www.facebook.com/1248757275/posts/10218878677298485/', 'display_url': 'facebook.com/1248757275/pos…', 'indices': [41, 64]}]","[{'url': 'https://t.co/c8G3ER2I3N', 'expanded_url': 'https://www.facebook.com/1248757275/posts/10218878677298485/', 'display_url': 'facebook.com/1248757275/pos…', 'indices': [41, 64]}]",0.0,0,0,1
1121184340761808897,Wed Apr 24 22:49:12 +0000 2019,https://t.co/pf42oiuhzc check event coming friday geek inc comics cosplay !00% accepted,0,0,Nostalgiavamp,185,chicago il,en,"[{'url': 'https://t.co/pF42oIuHzC', 'expanded_url': 'https://www.facebook.com/events/2012977549008927/', 'display_url': 'facebook.com/events/2012977…', 'indices': [0, 23]}]","[{'url': 'https://t.co/pF42oIuHzC', 'expanded_url': 'https://www.facebook.com/events/2012977549008927/', 'display_url': 'facebook.com/events/2012977…', 'indices': [0, 23]}]",0.0,0,0,1
1121183821406326785,Wed Apr 24 22:47:08 +0000 2019,"facebook cld fined much $5 bil ftc cambridge analytica. prolly boo hoo, — here's reali… https://t.co/6n9qjwzuxw",0,0,AFCC_Esq,81,Fort Llatikcuf AZ. I shit MAGA-turds even more than Donut Twitter donut holes. #StillWithHer McKinney 08/Stein 12/Stein 16,en,"[{'url': 'https://t.co/6n9qJwzuxW', 'expanded_url': 'https://twitter.com/i/web/status/1121183821406326785', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","[{'url': 'https://t.co/6n9qJwzuxW', 'expanded_url': 'https://twitter.com/i/web/status/1121183821406326785', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0.2,1,0,0
1121182700759601153,Wed Apr 24 22:42:41 +0000 2019,"tri-care services, inc. one trusted partners recommend clients type p… https://t.co/ksgi6q9oep",0,0,mastercleaner,1655,"Tampa, FL",en,"[{'url': 'https://t.co/kSGi6Q9oeP', 'expanded_url': 'https://twitter.com/i/web/status/1121182700759601153', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","[{'url': 'https://t.co/kSGi6Q9oeP', 'expanded_url': 'https://twitter.com/i/web/status/1121182700759601153', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0.0,0,0,1
1121182199917830145,Wed Apr 24 22:40:41 +0000 2019,excited see teen hangout group growing week! it’s wonderful watch young people co… https://t.co/l70bhl3awi,0,0,FI_Inc,302,"730 SW 4th St Cape Coral, FL ",en,"[{'url': 'https://t.co/l70Bhl3Awi', 'expanded_url': 'https://twitter.com/i/web/status/1121182199917830145', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","[{'url': 'https://t.co/l70Bhl3Awi', 'expanded_url': 'https://twitter.com/i/web/status/1121182199917830145', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0.36875,1,0,0
1121182143231606784,Wed Apr 24 22:40:28 +0000 2019,"$fb revenue jumps u.s. privacy penalty looms, stock shoots +7.79% #facebook https://t.co/i1kaqaezhm",0,0,NewsQuantified,1838,,en,"[{'url': 'https://t.co/I1kaQAEZHm', 'expanded_url': 'https://www.newsquantified.com/fb/stock-report/facebook-inc-revenue-jumps-as-us-privacy-06e93f#app0', 'display_url': 'newsquantified.com/fb/stock-repor…', 'indices': [79, 102]}]","[{'url': 'https://t.co/I1kaQAEZHm', 'expanded_url': 'https://www.newsquantified.com/fb/stock-report/facebook-inc-revenue-jumps-as-us-privacy-06e93f#app0', 'display_url': 'newsquantified.com/fb/stock-repor…', 'indices': [79, 102]}]",0.0,0,0,1
1121180271888556032,Wed Apr 24 22:33:01 +0000 2019,"facebook, inc. ($fb) +7.66% after-hours trading today social media giant posted better expe… https://t.co/do9hvh9azq",0,0,trendsonwallst,628,,en,"[{'url': 'https://t.co/DO9HvH9aZq', 'expanded_url': 'https://twitter.com/i/web/status/1121180271888556032', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","[{'url': 'https://t.co/DO9HvH9aZq', 'expanded_url': 'https://twitter.com/i/web/status/1121180271888556032', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0.17777777777777778,1,0,0
1121179608341151747,Wed Apr 24 22:30:23 +0000 2019,"coming #midwaycafe #jp sunday april 28th 3pm: rawkstars inc. benefit day two w/ maiden new england,… https://t.co/nbonu3tzku",1,0,themidwayjp,2584,"Jamaica Plain, MA",en,"[{'url': 'https://t.co/nBONu3tZKU', 'expanded_url': 'https://twitter.com/i/web/status/1121179608341151747', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]","[{'url': 'https://t.co/nBONu3tZKU', 'expanded_url': 'https://twitter.com/i/web/status/1121179608341151747', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",0.13636363636363635,1,0,0
1121178865936805891,Wed Apr 24 22:27:26 +0000 2019,happening tomorrow #downtownsummerville! sure visit hanebrink jewelers inc get questions answered. https://t.co/tcfgip3wa2,0,0,SvilleDREAM,1875,"Summerville, S.C.",en,"[{'url': 'https://t.co/TcFgIP3Wa2', 'expanded_url': 'https://www.facebook.com/SummervilleDream/posts/2739291859421259', 'display_url': 'facebook.com/SummervilleDre…', 'indices': [116, 139]}]","[{'url': 'https://t.co/TcFgIP3Wa2', 'expanded_url': 'https://www.facebook.com/SummervilleDream/posts/2739291859421259', 'display_url': 'facebook.com/SummervilleDre…', 'indices': [116, 139]}]",0.5,1,0,0
1121178567436644358,Wed Apr 24 22:26:15 +0000 2019,"push forward achievement global goals, 2030 youth force philippines inc., would like to… https://t.co/6ye5hin5cu",1,0,JULESguiang,5679,"Manila, Philippines",en,"[{'url': 'https://t.co/6ye5hIn5cU', 'expanded_url': 'https://twitter.com/i/web/status/1121178567436644358', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","[{'url': 'https://t.co/6ye5hIn5cU', 'expanded_url': 'https://twitter.com/i/web/status/1121178567436644358', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0.0,0,0,1
1121177442326966272,Wed Apr 24 22:21:47 +0000 2019,facebook expect fined billions ftc #cambridgeanalytica #facebook inc. shares jumped late trading wedne… https://t.co/mzdlsy37nq,2,0,z3r0skills,205,"Las Vegas, NV",en,"[{'url': 'https://t.co/mZDlsY37NQ', 'expanded_url': 'https://twitter.com/i/web/status/1121177442326966272', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","[{'url': 'https://t.co/mZDlsY37NQ', 'expanded_url': 'https://twitter.com/i/web/status/1121177442326966272', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",-0.3,0,1,0
1121176963086000129,Wed Apr 24 22:19:53 +0000 2019,"facebook expects multibillion-dollar ftc fine, stock still gains earnings facebook inc. shares jumped in… https://t.co/yce87frxie",0,1,USRealityCheck,85868,USA,en,"[{'url': 'https://t.co/YcE87FRXIe', 'expanded_url': 'https://twitter.com/i/web/status/1121176963086000129', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]","[{'url': 'https://t.co/YcE87FRXIe', 'expanded_url': 'https://twitter.com/i/web/status/1121176963086000129', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",0.4166666666666667,1,0,0
1121176393063251968,Wed Apr 24 22:17:37 +0000 2019,"checkout latest work elliot peter guilbe , josmar trujillo, anthony posada, alex vitale , man inc. and… https://t.co/kefrlvjznh",0,0,TheNoticeBlog,750,NYC,en,"[{'url': 'https://t.co/KeFrlVJZNH', 'expanded_url': 'https://twitter.com/i/web/status/1121176393063251968', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]","[{'url': 'https://t.co/KeFrlVJZNH', 'expanded_url': 'https://twitter.com/i/web/status/1121176393063251968', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",0.5,1,0,0
1121175586590748672,Wed Apr 24 22:14:24 +0000 2019,"career opportunity news reporter/associate editor verde valley newspapers, inc., cottonwood, az, immediat… https://t.co/qnc9mx2vkl",0,0,VerdeNews,1487,"Cottonwood, Arizona",en,"[{'url': 'https://t.co/qnC9MX2vKl', 'expanded_url': 'https://twitter.com/i/web/status/1121175586590748672', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","[{'url': 'https://t.co/qnC9MX2vKl', 'expanded_url': 'https://twitter.com/i/web/status/1121175586590748672', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0.0,0,0,1
1121174752108982272,Wed Apr 24 22:11:05 +0000 2019,still spots available! book today! 🌺🌷🌸 https://t.co/lbg1giiyf7,0,0,FSF_INC,56,,en,"[{'url': 'https://t.co/lbg1gIiYF7', 'expanded_url': 'https://www.facebook.com/FriendsofSimcoeForests/posts/2354308894848220', 'display_url': 'facebook.com/FriendsofSimco…', 'indices': [55, 78]}]","[{'url': 'https://t.co/lbg1gIiYF7', 'expanded_url': 'https://www.facebook.com/FriendsofSimcoeForests/posts/2354308894848220', 'display_url': 'facebook.com/FriendsofSimco…', 'indices': [55, 78]}]",0.625,1,0,0
1121174511339167745,Wed Apr 24 22:10:08 +0000 2019,"🎯 lamar's birthday fundraiser lake scugog united church camp, inc. 🎯 donations lake scugog united church cam… https://t.co/7cmdaepcae",1,1,ididitucan,43707,Vancouver,en,"[{'url': 'https://t.co/7CMDAEPcAE', 'expanded_url': 'https://twitter.com/i/web/status/1121174511339167745', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","[{'url': 'https://t.co/7CMDAEPcAE', 'expanded_url': 'https://twitter.com/i/web/status/1121174511339167745', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0.0,0,0,1
1121172211530784768,Wed Apr 24 22:01:00 +0000 2019,"war face wednesday!!!! k9 enzo f3 tactical, inc. https://t.co/psmmnjktee #warfacewednesday #goodjobenzo",2,2,F3Tactical,3265,"14231 Willard Road, VA 20151",en,"[{'url': 'https://t.co/psmMNjKteE', 'expanded_url': 'https://business.facebook.com/194913677278897/posts/1638778012892449/', 'display_url': 'business.facebook.com/19491367727889…', 'indices': [59, 82]}]","[{'url': 'https://t.co/psmMNjKteE', 'expanded_url': 'https://business.facebook.com/194913677278897/posts/1638778012892449/', 'display_url': 'business.facebook.com/19491367727889…', 'indices': [59, 82]}]",0.0,0,0,1
1121171990193352706,Wed Apr 24 22:00:07 +0000 2019,quit facebook without giving try first https://t.co/mmxp6kblde,0,0,bloggersinusa,4679,United States,en,"[{'url': 'https://t.co/Mmxp6kBlDe', 'expanded_url': 'https://www.inc.com/john-white/dont-quit-facebook-without-giving-this-a-try-first.html', 'display_url': 'inc.com/john-white/don…', 'indices': [52, 75]}]","[{'url': 'https://t.co/Mmxp6kBlDe', 'expanded_url': 'https://www.inc.com/john-white/dont-quit-facebook-without-giving-this-a-try-first.html', 'display_url': 'inc.com/john-white/don…', 'indices': [52, 75]}]",0.25,1,0,0
1121170119508594691,Wed Apr 24 21:52:41 +0000 2019,"facebook inc. shares jumped late trading wednesday, even company said expects pay multibillion-do… https://t.co/wnokcsemqq",0,0,allfinancialonl,102,,en,"[{'url': 'https://t.co/wNoKCSeMQq', 'expanded_url': 'https://twitter.com/i/web/status/1121170119508594691', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","[{'url': 'https://t.co/wNoKCSeMQq', 'expanded_url': 'https://twitter.com/i/web/status/1121170119508594691', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",-0.3,0,1,0
1121170106690744321,Wed Apr 24 21:52:38 +0000 2019,facebook inc wednesday blew away wall street profit estimates first quarter kept lid costs… https://t.co/6sgidgbfkb,0,0,allfinancialonl,102,,en,"[{'url': 'https://t.co/6sGIdGBfKb', 'expanded_url': 'https://twitter.com/i/web/status/1121170106690744321', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","[{'url': 'https://t.co/6sGIdGBfKb', 'expanded_url': 'https://twitter.com/i/web/status/1121170106690744321', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0.25,1,0,0
1121169426106257413,Wed Apr 24 21:49:56 +0000 2019,"#facebook, inc. (nasdaq: fb) today reported financial results quarter ended march 31, 2019. https://t.co/jseajrjjnc",0,0,FinanJournal,16821,"Antwerpen, België",en,"[{'url': 'https://t.co/jsEaJrjjnC', 'expanded_url': 'http://www.financialjournal.nl', 'display_url': 'financialjournal.nl', 'indices': [109, 132]}]","[{'url': 'https://t.co/jsEaJrjjnC', 'expanded_url': 'http://www.financialjournal.nl', 'display_url': 'financialjournal.nl', 'indices': [109, 132]}]",0.0,0,0,1
1121168584560893952,Wed Apr 24 21:46:35 +0000 2019,"facebook beats profit estimates, sets aside $3 billion privacy penalty: facebook inc wednesday blew away wal… https://t.co/jepvg0n1gl",0,1,cahulaan,13059,"ÜT: 48.195723,-122.119899",en,"[{'url': 'https://t.co/JePVG0n1Gl', 'expanded_url': 'https://twitter.com/i/web/status/1121168584560893952', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","[{'url': 'https://t.co/JePVG0n1Gl', 'expanded_url': 'https://twitter.com/i/web/status/1121168584560893952', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0.0,0,0,1
1121168175117238273,Wed Apr 24 21:44:57 +0000 2019,fabulous lunch today hosted modern builders supply! perfect way spend time amazing women willing sh… https://t.co/iudtparqcp,0,0,hbalansing,190,"Okemos, MI",en,"[{'url': 'https://t.co/IUdTpaRQcp', 'expanded_url': 'https://twitter.com/i/web/status/1121168175117238273', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","[{'url': 'https://t.co/IUdTpaRQcp', 'expanded_url': 'https://twitter.com/i/web/status/1121168175117238273', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0.5,1,0,0
1121167716520550401,Wed Apr 24 21:43:08 +0000 2019,good ole days! https://t.co/jgjeo8hjtd,0,0,QC_Inc,5926,"Charlotte, North Carolina",en,"[{'url': 'https://t.co/JGJeo8hjTD', 'expanded_url': 'https://www.facebook.com/story.php?story_fbid=10213968672066168&id=1091102871', 'display_url': 'facebook.com/story.php?stor…', 'indices': [20, 43]}]","[{'url': 'https://t.co/JGJeo8hjTD', 'expanded_url': 'https://www.facebook.com/story.php?story_fbid=10213968672066168&id=1091102871', 'display_url': 'facebook.com/story.php?stor…', 'indices': [20, 43]}]",0.875,1,0,0
1121167605937524736,Wed Apr 24 21:42:42 +0000 2019,"thankful amazing support hiley subaru subaru america, inc.! amazing group… https://t.co/mmhacanhlu",0,0,SavingHopeTx,464,"Fort Worth, TX",en,"[{'url': 'https://t.co/mmHAcANHLU', 'expanded_url': 'https://twitter.com/i/web/status/1121167605937524736', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","[{'url': 'https://t.co/mmHAcANHLU', 'expanded_url': 'https://twitter.com/i/web/status/1121167605937524736', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0.675,1,0,0
1121167427155288065,Wed Apr 24 21:41:59 +0000 2019,"day 1, done: motr fundamentals👍 awesome group &amp; wonderful way kick pot london😊❤️ #balancedbody #pilates… https://t.co/wk8tcjqocf",0,0,portiapage,2807,,en,"[{'url': 'https://t.co/Wk8tcjqoCf', 'expanded_url': 'https://twitter.com/i/web/status/1121167427155288065', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]","[{'url': 'https://t.co/Wk8tcjqoCf', 'expanded_url': 'https://twitter.com/i/web/status/1121167427155288065', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",1.0,1,0,0
1121167150373396484,Wed Apr 24 21:40:53 +0000 2019,"april 24th, 2019 memorandum support re: a2477 (englebright) / s2156 (kaminsky) dear new york legislators, b… https://t.co/rdjon4ihon",0,0,NYBeeSanctuary,1675,New York State,en,"[{'url': 'https://t.co/RdJoN4IhOn', 'expanded_url': 'https://twitter.com/i/web/status/1121167150373396484', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","[{'url': 'https://t.co/RdJoN4IhOn', 'expanded_url': 'https://twitter.com/i/web/status/1121167150373396484', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0.13636363636363635,1,0,0
1121165905956888579,Wed Apr 24 21:35:56 +0000 2019,"facebook inc. shares jumped late trading wednesday, even company said expects pay multibillion-do… https://t.co/vxvxzykbmo",0,0,NoBigGovDuh,2795,"New Jersey, USA",en,"[{'url': 'https://t.co/VxvxZYkbmO', 'expanded_url': 'https://twitter.com/i/web/status/1121165905956888579', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","[{'url': 'https://t.co/VxvxZYkbmO', 'expanded_url': 'https://twitter.com/i/web/status/1121165905956888579', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",-0.3,0,1,0
1121164988658388992,Wed Apr 24 21:32:18 +0000 2019,fabulous luncheon hosted modern builders supply! always great share learn wonderful women! —… https://t.co/dmltqklwao,0,0,hbalansing,190,"Okemos, MI",en,"[{'url': 'https://t.co/DmltQkLwAo', 'expanded_url': 'https://twitter.com/i/web/status/1121164988658388992', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","[{'url': 'https://t.co/DmltQkLwAo', 'expanded_url': 'https://twitter.com/i/web/status/1121164988658388992', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0.6125,1,0,0
1121164269754646528,Wed Apr 24 21:29:26 +0000 2019,like us facebook https://t.co/mdb5uennl2 ... #oakland #hustle #warriors,1,0,bonelark,787,"Oakland, Ca",en,"[{'url': 'https://t.co/MDb5UENnl2', 'expanded_url': 'https://www.facebook.com/pages/Gotit-Inc-Records/116916188369421', 'display_url': 'facebook.com/pages/Gotit-In…', 'indices': [20, 43]}]","[{'url': 'https://t.co/MDb5UENnl2', 'expanded_url': 'https://www.facebook.com/pages/Gotit-Inc-Records/116916188369421', 'display_url': 'facebook.com/pages/Gotit-In…', 'indices': [20, 43]}]",0.0,0,0,1
1121163966930214912,Wed Apr 24 21:28:14 +0000 2019,clonefluence inc. one followers! thanks clonefluence inc. please follow official fb page at… https://t.co/eujms5nan4,1,1,RealRamirez,1591,"Hanford,ca 93230",en,"[{'url': 'https://t.co/eUJmS5NAN4', 'expanded_url': 'https://twitter.com/i/web/status/1121163966930214912', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [113, 136]}]","[{'url': 'https://t.co/eUJmS5NAN4', 'expanded_url': 'https://twitter.com/i/web/status/1121163966930214912', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [113, 136]}]",0.2,1,0,0
1121163485717716993,Wed Apr 24 21:26:19 +0000 2019,"i.k. hofmann usa, inc. manufacturing operator salary: $11.50 /hour employee would first start contract emplo… https://t.co/ry2nivhwqu",0,0,NWGA_depot,44,,en,"[{'url': 'https://t.co/Ry2NIVhWQu', 'expanded_url': 'https://twitter.com/i/web/status/1121163485717716993', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","[{'url': 'https://t.co/Ry2NIVhWQu', 'expanded_url': 'https://twitter.com/i/web/status/1121163485717716993', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0.25,1,0,0
1121163221128359937,Wed Apr 24 21:25:16 +0000 2019,newest art-daily spread created art daily cafe finnabair prima marketing inc. 7 dots studio product… https://t.co/saenethcqq,0,0,TusiaLech,162,"Warsaw, Poland",en,"[{'url': 'https://t.co/saEnEthCqQ', 'expanded_url': 'https://twitter.com/i/web/status/1121163221128359937', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","[{'url': 'https://t.co/saEnEthCqQ', 'expanded_url': 'https://twitter.com/i/web/status/1121163221128359937', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0.0,0,0,1
1121163010117005313,Wed Apr 24 21:24:26 +0000 2019,"ok foods, inc.'s ceo, trent goins, keynote speaker prime: mid-year event. event free; h… https://t.co/jqcn8hckuy",0,0,okfoods,179,"Fort Smith, Arkansas",en,"[{'url': 'https://t.co/jQCn8HckUy', 'expanded_url': 'https://twitter.com/i/web/status/1121163010117005313', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","[{'url': 'https://t.co/jQCn8HckUy', 'expanded_url': 'https://twitter.com/i/web/status/1121163010117005313', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0.45,1,0,0
1121162295709708290,Wed Apr 24 21:21:36 +0000 2019,update 1-facebook revenue jumps u.s. privacy penalty looms (reuters) – facebook inc beat analysts’ estimates f… https://t.co/8lkywcywrv,0,0,Rocketnews1,449,,en,"[{'url': 'https://t.co/8LkYwCywRv', 'expanded_url': 'https://twitter.com/i/web/status/1121162295709708290', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","[{'url': 'https://t.co/8LkYwCywRv', 'expanded_url': 'https://twitter.com/i/web/status/1121162295709708290', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0.0,0,0,1
